tabel,kode,lapangan_usaha,periode,nilai
Q-to-Q,P,Jasa Pendidikan,Triwulan II 2025,6.94403846
Q-to-Q,P,Jasa Pendidikan,Triwulan III 2025,4.948651256
Q-to-Q,P,Jasa Pendidikan,Triwulan IV 2025,-6.216468529
Q-to-Q,P,Jasa Pendidikan,Tahunan 2025,1.951356661
Q-to-Q,P,Jasa Pendidikan,Triwulan I 2026,-4.281255471
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2022, 
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2022,8.942546522
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2022,2.09384977
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2022,-7.245378767
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2022,6.82994386
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2023,8.494261085
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2023,11.92231669
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2023,0.1409740287
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2023,2.562654758
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2023,16.05900332
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2024,-4.173285372
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2024,6.769277212
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2024,3.026521307
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2024,0.2836449661
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2024,7.175748281
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2025,0.1123982537
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan II 2025,4.825837555
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2025,0.1219732492
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2025,4.263263207
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2025,8.400338406
Q-to-Q,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2026,-0.6692327678
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan I 2022, 
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan II 2022,1.50921531
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan III 2022,-9.415316383
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan IV 2022,15.56180131
Q-to-Q,"R,S,T,U",Jasa lainnya,Tahunan 2022,11.91149887
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan I 2023,3.641
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan II 2023,1.594758961
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan III 2023,-4.358757068
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan IV 2023,7.724710691
Q-to-Q,"R,S,T,U",Jasa lainnya,Tahunan 2023,11.15267809
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan I 2024,1.042792543
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan II 2024,2.967450581
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan III 2024,-5.979138961
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan IV 2024,6.959930834
Q-to-Q,"R,S,T,U",Jasa lainnya,Tahunan 2024,5.735946796
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan I 2025,4.526895657
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan II 2025,5.184264289
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan III 2025,-8.512316158
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan IV 2025,6.959930834
Q-to-Q,"R,S,T,U",Jasa lainnya,Tahunan 2025,8.509043682
Q-to-Q,"R,S,T,U",Jasa lainnya,Triwulan I 2026,-2.579462756
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2022, 
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2022,0.7451730566
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2022,1.329577592
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2022,1.635005943
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2022,4.634867794
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2023,0.4420020795
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2023,1.240512102
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2023,1.160571941
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2023,2.274340424
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2023,4.678105415
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2024,-0.004289777545
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2024,1.262628899
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2024,0.9612294599
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2024,2.615920673
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2024,4.742388159
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2025,-0.4924375123
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2025,1.779007412
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2025,0.8952234636
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2025,2.519077589
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2025,4.735575545
Q-to-Q,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2026,-0.0659283782
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2022, 
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2022, 
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2022, 
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2022, 
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2022,3.071061171
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2023,0.5391912335
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2023,2.203798205
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2023,1.754728834
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2023,2.409444387
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2023,1.70745357
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2024,3.801230665
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2024,2.514195174
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2024,2.849670621
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2024,4.475138206
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2024,3.423872167
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2025,3.119350358
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2025,4.656794691
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2025,4.077021959
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2025,5.320872929
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2025,4.28202584
Y-on-Y,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2026,3.15305363
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan I 2022, 
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan II 2022, 
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan III 2022, 
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan IV 2022, 
Y-on-Y,B,Pertambangan dan Penggalian,Tahunan 2022,2.095651242
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan I 2023,-4.874013118
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan II 2023,10.75452865
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan III 2023,11.12956237
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan IV 2023,6.656212385
Y-on-Y,B,Pertambangan dan Penggalian,Tahunan 2023,5.839077033
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan I 2024,6.87366342
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan II 2024,6.33222979
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan III 2024,5.187180177
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan IV 2024,4.621330408
Y-on-Y,B,Pertambangan dan Penggalian,Tahunan 2024,5.710473383
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan I 2025,4.38336184
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan II 2025,3.86102282
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan III 2025,5.173377917
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan IV 2025,6.650540135
Y-on-Y,B,Pertambangan dan Penggalian,Tahunan 2025,5.04245703
Y-on-Y,B,Pertambangan dan Penggalian,Triwulan I 2026,2.771995789
Y-on-Y,C,Industri Pengolahan,Triwulan I 2022, 
Y-on-Y,C,Industri Pengolahan,Triwulan II 2022, 
Y-on-Y,C,Industri Pengolahan,Triwulan III 2022, 
Y-on-Y,C,Industri Pengolahan,Triwulan IV 2022, 
Y-on-Y,C,Industri Pengolahan,Tahunan 2022,3.672986544
Y-on-Y,C,Industri Pengolahan,Triwulan I 2023,2.962954386
Y-on-Y,C,Industri Pengolahan,Triwulan II 2023,1.89856228
Y-on-Y,C,Industri Pengolahan,Triwulan III 2023,-3.475264019
Y-on-Y,C,Industri Pengolahan,Triwulan IV 2023,3.186255053
Y-on-Y,C,Industri Pengolahan,Tahunan 2023,1.111586859
Y-on-Y,C,Industri Pengolahan,Triwulan I 2024,2.86402007
Y-on-Y,C,Industri Pengolahan,Triwulan II 2024,4.638759739
Y-on-Y,C,Industri Pengolahan,Triwulan III 2024,4.330478503
Y-on-Y,C,Industri Pengolahan,Triwulan IV 2024,4.275706973
Y-on-Y,C,Industri Pengolahan,Tahunan 2024,4.033896899
Y-on-Y,C,Industri Pengolahan,Triwulan I 2025,3.568474014
Y-on-Y,C,Industri Pengolahan,Triwulan II 2025,3.132312372
Y-on-Y,C,Industri Pengolahan,Triwulan III 2025,5.235385882
Y-on-Y,C,Industri Pengolahan,Triwulan IV 2025,-0.1138749497
Y-on-Y,C,Industri Pengolahan,Tahunan 2025,2.889876861
Y-on-Y,C,Industri Pengolahan,Triwulan I 2026,4.701633821
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan I 2022, 
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan II 2022, 
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan III 2022, 
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan IV 2022, 
Y-on-Y,D,Pengadaan Listrik dan Gas,Tahunan 2022,4.06905249
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan I 2023,12.20928737
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan II 2023,23.41626642
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan III 2023,24.16593774
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan IV 2023,2.023576877
Y-on-Y,D,Pengadaan Listrik dan Gas,Tahunan 2023,14.98512997
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan I 2024,5.843736773
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan II 2024,4.513786683
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan III 2024,3.720949851
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan IV 2024,8.507376184
Y-on-Y,D,Pengadaan Listrik dan Gas,Tahunan 2024,5.595679897
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan I 2025,4.141681258
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan II 2025,3.26017943
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan III 2025,2.616799577
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan IV 2025,6.432850444
Y-on-Y,D,Pengadaan Listrik dan Gas,Tahunan 2025,4.09810396
Y-on-Y,D,Pengadaan Listrik dan Gas,Triwulan I 2026,3.253710901
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2022, 
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2022, 
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2022, 
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2022, 
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2022,7.443845125
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2023,8.294848055
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2023,6.19188426
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2023,8.456288623
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2023,5.910901487
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2023,7.192926977
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2024,5.742143687
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2024,6.86300365
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2024,6.434678668
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2024,6.098728938
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2024,6.290163199
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2025,2.747588368
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2025,5.205783857
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2025,5.190748565
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2025,6.098728938
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2025,4.832406843
Y-on-Y,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2026,10.21906682
Y-on-Y,F,Konstruksi,Triwulan I 2022, 
Y-on-Y,F,Konstruksi,Triwulan II 2022, 
Y-on-Y,F,Konstruksi,Triwulan III 2022, 
Y-on-Y,F,Konstruksi,Triwulan IV 2022, 
Y-on-Y,F,Konstruksi,Tahunan 2022,2.377564763
Y-on-Y,F,Konstruksi,Triwulan I 2023,4.85445483
Y-on-Y,F,Konstruksi,Triwulan II 2023,6.675392623
Y-on-Y,F,Konstruksi,Triwulan III 2023,7.217739089
Y-on-Y,F,Konstruksi,Triwulan IV 2023,7.446002611
Y-on-Y,F,Konstruksi,Tahunan 2023,6.60130904
Y-on-Y,F,Konstruksi,Triwulan I 2024,7.088750396
Y-on-Y,F,Konstruksi,Triwulan II 2024,5.82387954
Y-on-Y,F,Konstruksi,Triwulan III 2024,5.610284974
Y-on-Y,F,Konstruksi,Triwulan IV 2024,4.207713731
Y-on-Y,F,Konstruksi,Tahunan 2024,5.599294206
Y-on-Y,F,Konstruksi,Triwulan I 2025,2.792198511
Y-on-Y,F,Konstruksi,Triwulan II 2025,4.696404838
Y-on-Y,F,Konstruksi,Triwulan III 2025,4.964724399
Y-on-Y,F,Konstruksi,Triwulan IV 2025,5.622218604
Y-on-Y,F,Konstruksi,Tahunan 2025,4.5801202
Y-on-Y,F,Konstruksi,Triwulan I 2026,7.420029229
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2022, 
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2022, 
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2022, 
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2022, 
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2022,9.849029098
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2023,8.560734814
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2023,1.988727351
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2023,11.35329068
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2023,7.084409722
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2023,7.101861982
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2024,3.703306491
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2024,5.728058883
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2024,4.806397917
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2024,5.487284322
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2024,4.948757389
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2025,6.651856464
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2025,7.192597379
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2025,6.954866177
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2025,5.56958399
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2025,6.591540933
Y-on-Y,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2026,7.599812406
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan I 2022, 
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan II 2022, 
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan III 2022, 
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan IV 2022, 
Y-on-Y,H,Transportasi dan Pergudangan,Tahunan 2022,16.03934481
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan I 2023,1.927301675
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan II 2023,7.929679004
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan III 2023,3.068697305
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan IV 2023,7.570172845
Y-on-Y,H,Transportasi dan Pergudangan,Tahunan 2023,5.231754286
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan I 2024,5.643241775
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan II 2024,4.955747043
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan III 2024,6.722132239
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan IV 2024,6.12804244
Y-on-Y,H,Transportasi dan Pergudangan,Tahunan 2024,5.850205169
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan I 2025,10.48876725
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan II 2025,5.996753572
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan III 2025,5.626444199
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan IV 2025,6.394402223
Y-on-Y,H,Transportasi dan Pergudangan,Tahunan 2025,6.956584293
Y-on-Y,H,Transportasi dan Pergudangan,Triwulan I 2026,13.74459746
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2022, 
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2022, 
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2022, 
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2022, 
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2022,8.39555582
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2023,5.323081873
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2023,4.953511273
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2023,6.812256468
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2023,6.98034704
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2023,6.030510113
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2024,7.166117021
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2024,7.78070847
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2024,5.660430292
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2024,4.691471909
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2024,6.296531478
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2025,4.595943636
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2025,5.337909854
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2025,4.055355128
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2025,5.764618273
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2025,4.942513798
Y-on-Y,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2026,7.00373266
Y-on-Y,J,Informasi dan Komunikasi,Triwulan I 2022, 
Y-on-Y,J,Informasi dan Komunikasi,Triwulan II 2022, 
Y-on-Y,J,Informasi dan Komunikasi,Triwulan III 2022, 
Y-on-Y,J,Informasi dan Komunikasi,Triwulan IV 2022, 
Y-on-Y,J,Informasi dan Komunikasi,Tahunan 2022,5.191081857
Y-on-Y,J,Informasi dan Komunikasi,Triwulan I 2023,7.872385588
Y-on-Y,J,Informasi dan Komunikasi,Triwulan II 2023,10.28623318
Y-on-Y,J,Informasi dan Komunikasi,Triwulan III 2023,9.034133939
Y-on-Y,J,Informasi dan Komunikasi,Triwulan IV 2023,7.487053143
Y-on-Y,J,Informasi dan Komunikasi,Tahunan 2023,8.670352643
Y-on-Y,J,Informasi dan Komunikasi,Triwulan I 2024,7.901871822
Y-on-Y,J,Informasi dan Komunikasi,Triwulan II 2024,7.771095843
Y-on-Y,J,Informasi dan Komunikasi,Triwulan III 2024,6.66048759
Y-on-Y,J,Informasi dan Komunikasi,Triwulan IV 2024,6.014420294
Y-on-Y,J,Informasi dan Komunikasi,Tahunan 2024,7.079325557
Y-on-Y,J,Informasi dan Komunikasi,Triwulan I 2025,6.877701214
Y-on-Y,J,Informasi dan Komunikasi,Triwulan II 2025,7.202250976
Y-on-Y,J,Informasi dan Komunikasi,Triwulan III 2025,6.959461706
Y-on-Y,J,Informasi dan Komunikasi,Triwulan IV 2025,6.37853973
Y-on-Y,J,Informasi dan Komunikasi,Tahunan 2025,6.856074771
Y-on-Y,J,Informasi dan Komunikasi,Triwulan I 2026,3.970536064
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan I 2022, 
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan II 2022, 
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan III 2022, 
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan IV 2022, 
Y-on-Y,K,Jasa Keuangan dan Asuransi,Tahunan 2022,0.1859184527
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan I 2023,2.54451622
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan II 2023,11.12912664
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan III 2023,4.273299925
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan IV 2023,5.410507631
Y-on-Y,K,Jasa Keuangan dan Asuransi,Tahunan 2023,5.735336155
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan I 2024,4.701313273
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan II 2024,5.184855745
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan III 2024,5.677539656
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan IV 2024,5.215128205
Y-on-Y,K,Jasa Keuangan dan Asuransi,Tahunan 2024,5.19368593
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan I 2025,2.966402476
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan II 2025,3.657042327
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan III 2025,1.266714768
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan IV 2025,3.389551726
Y-on-Y,K,Jasa Keuangan dan Asuransi,Tahunan 2025,2.819377933
Y-on-Y,K,Jasa Keuangan dan Asuransi,Triwulan I 2026,3.490034778
Y-on-Y,L,Real Estate,Triwulan I 2022, 
Y-on-Y,L,Real Estate,Triwulan II 2022, 
Y-on-Y,L,Real Estate,Triwulan III 2022, 
Y-on-Y,L,Real Estate,Triwulan IV 2022, 
Y-on-Y,L,Real Estate,Tahunan 2022,0.1651506346
Y-on-Y,L,Real Estate,Triwulan I 2023,15.8952825
Y-on-Y,L,Real Estate,Triwulan II 2023,14.4882498
Y-on-Y,L,Real Estate,Triwulan III 2023,15.43206847
Y-on-Y,L,Real Estate,Triwulan IV 2023,1.614194362
Y-on-Y,L,Real Estate,Tahunan 2023,11.54746389
Y-on-Y,L,Real Estate,Triwulan I 2024,6.45665346
Y-on-Y,L,Real Estate,Triwulan II 2024,8.465637857
Y-on-Y,L,Real Estate,Triwulan III 2024,8.420173759
Y-on-Y,L,Real Estate,Triwulan IV 2024,6.913235132
Y-on-Y,L,Real Estate,Tahunan 2024,7.565624586
Y-on-Y,L,Real Estate,Triwulan I 2025,4.256745255
Y-on-Y,L,Real Estate,Triwulan II 2025,3.457847852
Y-on-Y,L,Real Estate,Triwulan III 2025,4.146940674
