tabel,kode,lapangan_usaha,periode,nilai
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan III 2025,167373.87192609
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan IV 2025,168247.9336087128
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Tahunan 2025,657886.3894
ADHB,Q,Jasa Kesehatan dan Kegiatan Sosial,Triwulan I 2026,168413.97252862158
ADHB,"R,S,T,U",Jasa lainnya,Triwulan I 2022,46948.16825280216
ADHB,"R,S,T,U",Jasa lainnya,Triwulan II 2022,48023.6650097676
ADHB,"R,S,T,U",Jasa lainnya,Triwulan III 2022,43347.36167805122
ADHB,"R,S,T,U",Jasa lainnya,Triwulan IV 2022,50002.35004834001
ADHB,"R,S,T,U",Jasa lainnya,Tahunan 2022,188321.545
ADHB,"R,S,T,U",Jasa lainnya,Triwulan I 2023,52140.88279644793
ADHB,"R,S,T,U",Jasa lainnya,Triwulan II 2023,53473.85645027045
ADHB,"R,S,T,U",Jasa lainnya,Triwulan III 2023,51335.169019081695
ADHB,"R,S,T,U",Jasa lainnya,Triwulan IV 2023,56613.81153192694
ADHB,"R,S,T,U",Jasa lainnya,Tahunan 2023,213563.7198
ADHB,"R,S,T,U",Jasa lainnya,Triwulan I 2024,57483.8995770268
ADHB,"R,S,T,U",Jasa lainnya,Triwulan II 2024,59434.8751742077
ADHB,"R,S,T,U",Jasa lainnya,Triwulan III 2024,56169.4215508793
ADHB,"R,S,T,U",Jasa lainnya,Triwulan IV 2024,60129.8721206052
ADHB,"R,S,T,U",Jasa lainnya,Tahunan 2024,233218.0684
ADHB,"R,S,T,U",Jasa lainnya,Triwulan I 2025,62927.08252980859
ADHB,"R,S,T,U",Jasa lainnya,Triwulan II 2025,66472.4085406375
ADHB,"R,S,T,U",Jasa lainnya,Triwulan III 2025,60958.78786300046
ADHB,"R,S,T,U",Jasa lainnya,Triwulan IV 2025,66094.70502773677
ADHB,"R,S,T,U",Jasa lainnya,Tahunan 2025,256452.984
ADHB,"R,S,T,U",Jasa lainnya,Triwulan I 2026,65650.99823610633
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2022,5966973.487
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2022,6048644.991
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2022,6141828.052
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2022,6229035.622
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2022,24386482.15
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2023,6333369.093
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2023,6460743.922
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2023,6553758.279
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2023,6841347.823
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2023,26189219.12
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2024,6900638.157
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2024,7045369.171
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2024,7150412.28
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2024,7466643.69
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2024,28563063.3
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2025,7477386.074
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan II 2025,7663614.632
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan III 2025,7776391.112
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan IV 2025,8048859.638
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Tahunan 2025,30966251.46
ADHB,PDRB,PRODUK DOMESTIK REGIONAL BRUTO,Triwulan I 2026,8122227.889
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2022,1340600.434
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2022,1220261.374
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2022,1289877.5
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2022,1281389.282
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2022,5132128.59
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2023,1347828.834
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2023,1247153.472
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2023,1312511.352
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2023,1312263.645
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2023,5219757.303
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2024,1399062.917
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2024,1278509.345
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2024,1349913.603
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2024,1370989.256
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2024,5398475.121
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2025,1442704.591
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan II 2025,1338046.9
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan III 2025,1404949.877
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan IV 2025,1443937.853
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Tahunan 2025,5629639.22
ADHK,A,"Pertanian, Kehutanan, dan Perikanan",Triwulan I 2026,1488193.84
ADHK,B,Pertambangan dan Penggalian,Triwulan I 2022,35486.1129
ADHK,B,Pertambangan dan Penggalian,Triwulan II 2022,34117.97121
ADHK,B,Pertambangan dan Penggalian,Triwulan III 2022,34480.45929
ADHK,B,Pertambangan dan Penggalian,Triwulan IV 2022,36765.42132
ADHK,B,Pertambangan dan Penggalian,Tahunan 2022,140849.9647
ADHK,B,Pertambangan dan Penggalian,Triwulan I 2023,33756.5151
ADHK,B,Pertambangan dan Penggalian,Triwulan II 2023,37787.1982
ADHK,B,Pertambangan dan Penggalian,Triwulan III 2023,38317.98351
ADHK,B,Pertambangan dan Penggalian,Triwulan IV 2023,39212.60584
ADHK,B,Pertambangan dan Penggalian,Tahunan 2023,149074.3027
ADHK,B,Pertambangan dan Penggalian,Triwulan I 2024,36076.82433
ADHK,B,Pertambangan dan Penggalian,Triwulan II 2024,40179.97043
ADHK,B,Pertambangan dan Penggalian,Triwulan III 2024,40305.60635
ADHK,B,Pertambangan dan Penggalian,Triwulan IV 2024,41024.74992
ADHK,B,Pertambangan dan Penggalian,Tahunan 2024,157587.151
ADHK,B,Pertambangan dan Penggalian,Triwulan I 2025,37658.20208
ADHK,B,Pertambangan dan Penggalian,Triwulan II 2025,41731.32825
ADHK,B,Pertambangan dan Penggalian,Triwulan III 2025,42390.76769
ADHK,B,Pertambangan dan Penggalian,Triwulan IV 2025,43753.11738
ADHK,B,Pertambangan dan Penggalian,Tahunan 2025,165533.4154
ADHK,B,Pertambangan dan Penggalian,Triwulan I 2026,38702.08586
ADHK,C,Industri Pengolahan,Triwulan I 2022,428128.5697
ADHK,C,Industri Pengolahan,Triwulan II 2022,435992.8172
ADHK,C,Industri Pengolahan,Triwulan III 2022,457759.9194
ADHK,C,Industri Pengolahan,Triwulan IV 2022,464622.5019
ADHK,C,Industri Pengolahan,Tahunan 2022,1786503.808
ADHK,C,Industri Pengolahan,Triwulan I 2023,440813.8239
ADHK,C,Industri Pengolahan,Triwulan II 2023,444270.4123
ADHK,C,Industri Pengolahan,Triwulan III 2023,441851.5537
ADHK,C,Industri Pengolahan,Triwulan IV 2023,479426.5598
ADHK,C,Industri Pengolahan,Tahunan 2023,1806362.35
ADHK,C,Industri Pengolahan,Triwulan I 2024,453438.8203
ADHK,C,Industri Pengolahan,Triwulan II 2024,464879.0493
ADHK,C,Industri Pengolahan,Triwulan III 2024,460985.8402
ADHK,C,Industri Pengolahan,Triwulan IV 2024,499925.4347
ADHK,C,Industri Pengolahan,Tahunan 2024,1879229.145
ADHK,C,Industri Pengolahan,Triwulan I 2025,469619.6668
ADHK,C,Industri Pengolahan,Triwulan II 2025,479440.5133
ADHK,C,Industri Pengolahan,Triwulan III 2025,485120.2278
ADHK,C,Industri Pengolahan,Triwulan IV 2025,499356.1448
ADHK,C,Industri Pengolahan,Tahunan 2025,1933536.553
ADHK,C,Industri Pengolahan,Triwulan I 2026,491699.4639
ADHK,D,Pengadaan Listrik dan Gas,Triwulan I 2022,1627.694694
ADHK,D,Pengadaan Listrik dan Gas,Triwulan II 2022,1560.493794
ADHK,D,Pengadaan Listrik dan Gas,Triwulan III 2022,1561.629872
ADHK,D,Pengadaan Listrik dan Gas,Triwulan IV 2022,1772.591244
ADHK,D,Pengadaan Listrik dan Gas,Tahunan 2022,6522.409605
ADHK,D,Pengadaan Listrik dan Gas,Triwulan I 2023,1826.424617
ADHK,D,Pengadaan Listrik dan Gas,Triwulan II 2023,1925.903178
ADHK,D,Pengadaan Listrik dan Gas,Triwulan III 2023,1939.012375
ADHK,D,Pengadaan Listrik dan Gas,Triwulan IV 2023,1808.460991
ADHK,D,Pengadaan Listrik dan Gas,Tahunan 2023,7499.801161
ADHK,D,Pengadaan Listrik dan Gas,Triwulan I 2024,1933.156064
ADHK,D,Pengadaan Listrik dan Gas,Triwulan II 2024,2012.83434
ADHK,D,Pengadaan Listrik dan Gas,Triwulan III 2024,2011.162053
ADHK,D,Pengadaan Listrik dan Gas,Triwulan IV 2024,1962.313571
ADHK,D,Pengadaan Listrik dan Gas,Tahunan 2024,7919.466027
ADHK,D,Pengadaan Listrik dan Gas,Triwulan I 2025,2013.221226
ADHK,D,Pengadaan Listrik dan Gas,Triwulan II 2025,2078.456351
ADHK,D,Pengadaan Listrik dan Gas,Triwulan III 2025,2063.790133
ADHK,D,Pengadaan Listrik dan Gas,Triwulan IV 2025,2088.546268
ADHK,D,Pengadaan Listrik dan Gas,Tahunan 2025,8244.013978
ADHK,D,Pengadaan Listrik dan Gas,Triwulan I 2026,2078.725624
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2022,2509.987610757532
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2022,2660.628575406571
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2022,2616.513702008595
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2022,2658.3000750279994
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2022,10445.42996
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2023,2718.187269272258
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2023,2825.3716173755906
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2023,2837.7736525145474
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2023,2815.4295736890654
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2023,11196.76211
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2024,2874.2694879504566
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2024,3019.2769746091194
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2024,3020.37526837782
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2024,2987.1349918277015
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2024,11901.05672
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2025,2953.242582053379
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan II 2025,3176.454007946789
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan III 2025,3177.15535426987
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan IV 2025,3169.3122579914216
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Tahunan 2025,12476.1642
ADHK,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",Triwulan I 2026,3255.036414870107
ADHK,F,Konstruksi,Triwulan I 2022,237110.109981621
ADHK,F,Konstruksi,Triwulan II 2022,241420.071586221
ADHK,F,Konstruksi,Triwulan III 2022,247853.689589786
ADHK,F,Konstruksi,Triwulan IV 2022,288302.262504842
ADHK,F,Konstruksi,Tahunan 2022,1014686.134
ADHK,F,Konstruksi,Triwulan I 2023,248620.513167224
ADHK,F,Konstruksi,Triwulan II 2023,257535.809235684
ADHK,F,Konstruksi,Triwulan III 2023,265743.1222275
ADHK,F,Konstruksi,Triwulan IV 2023,309769.256499502
ADHK,F,Konstruksi,Tahunan 2023,1081668.701
ADHK,F,Konstruksi,Triwulan I 2024,266244.60077791737
ADHK,F,Konstruksi,Triwulan II 2024,272534.3845382914
ADHK,F,Konstruksi,Triwulan III 2024,280652.068683586
ADHK,F,Konstruksi,Triwulan IV 2024,322803.4600383774
ADHK,F,Konstruksi,Tahunan 2024,1142234.514
ADHK,F,Konstruksi,Triwulan I 2025,273678.678556319
ADHK,F,Konstruksi,Triwulan II 2025,285333.7025585115
ADHK,F,Konstruksi,Triwulan III 2025,294585.670414858
ADHK,F,Konstruksi,Triwulan IV 2025,340952.1762230107
ADHK,F,Konstruksi,Tahunan 2025,1194550.228
ADHK,F,Konstruksi,Triwulan I 2026,293985.71649874514
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2022,599202.2596
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2022,676994.133
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2022,611222.5011
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2022,639838.8834
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2022,2527257.777
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2023,650498.376
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2023,690457.7005
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2023,680616.3684
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2023,685167.6914
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2023,2706740.136
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2024,674588.3246
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2024,730007.5241
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2024,713329.4993
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2024,722764.7907
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2024,2840690.139
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2025,719460.9717
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan II 2025,782514.0261
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan III 2025,762940.6114
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan IV 2025,763019.7828
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Tahunan 2025,3027935.392
ADHK,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Triwulan I 2026,774138.6558
ADHK,H,Transportasi dan Pergudangan,Triwulan I 2022,77657.97808
ADHK,H,Transportasi dan Pergudangan,Triwulan II 2022,96086.53995
ADHK,H,Transportasi dan Pergudangan,Triwulan III 2022,93160.88651
ADHK,H,Transportasi dan Pergudangan,Triwulan IV 2022,85055.41593
ADHK,H,Transportasi dan Pergudangan,Tahunan 2022,351960.8205
ADHK,H,Transportasi dan Pergudangan,Triwulan I 2023,79154.68159
ADHK,H,Transportasi dan Pergudangan,Triwulan II 2023,103705.8941
ADHK,H,Transportasi dan Pergudangan,Triwulan III 2023,96019.71213
ADHK,H,Transportasi dan Pergudangan,Triwulan IV 2023,91494.25793
ADHK,H,Transportasi dan Pergudangan,Tahunan 2023,370374.5458
ADHK,H,Transportasi dan Pergudangan,Triwulan I 2024,83621.57165
ADHK,H,Transportasi dan Pergudangan,Triwulan II 2024,108845.2959
ADHK,H,Transportasi dan Pergudangan,Triwulan III 2024,102474.2842
ADHK,H,Transportasi dan Pergudangan,Triwulan IV 2024,97101.06489
ADHK,H,Transportasi dan Pergudangan,Tahunan 2024,392042.2166
ADHK,H,Transportasi dan Pergudangan,Triwulan I 2025,92392.44368
ADHK,H,Transportasi dan Pergudangan,Triwulan II 2025,115372.4801
ADHK,H,Transportasi dan Pergudangan,Triwulan III 2025,108239.9426
ADHK,H,Transportasi dan Pergudangan,Triwulan IV 2025,103310.0975
ADHK,H,Transportasi dan Pergudangan,Tahunan 2025,419314.9639
ADHK,H,Transportasi dan Pergudangan,Triwulan I 2026,105091.4131
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2022,65451.95151
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2022,67503.10435
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2022,68189.55351
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2022,69165.96655
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2022,270310.5759
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2023,68936.01247
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2023,70846.87823
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2023,72834.80078
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2023,73993.99105
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2023,286611.6825
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2024,73876.0478
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2024,76359.26729
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2024,76957.56391
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2024,77465.39835
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2024,304658.2774
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2025,77271.34932
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan II 2025,80435.25614
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan III 2025,80078.46643
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan IV 2025,81930.98286
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Tahunan 2025,319716.0547
ADHK,I,Penyediaan Akomodasi dan Makan Minum,Triwulan I 2026,82683.22804
ADHK,J,Informasi dan Komunikasi,Triwulan I 2022,223078.728152934
ADHK,J,Informasi dan Komunikasi,Triwulan II 2022,231297.284015632
ADHK,J,Informasi dan Komunikasi,Triwulan III 2022,228869.554564133
ADHK,J,Informasi dan Komunikasi,Triwulan IV 2022,235779.502337692
ADHK,J,Informasi dan Komunikasi,Tahunan 2022,919025.0691
ADHK,J,Informasi dan Komunikasi,Triwulan I 2023,240640.34579845623
ADHK,J,Informasi dan Komunikasi,Triwulan II 2023,255089.0619887558
ADHK,J,Informasi dan Komunikasi,Triwulan III 2023,249545.93666991
ADHK,J,Informasi dan Komunikasi,Triwulan IV 2023,253432.43897907104
ADHK,J,Informasi dan Komunikasi,Tahunan 2023,998707.7834
ADHK,J,Informasi dan Komunikasi,Triwulan I 2024,259655.437474885
ADHK,J,Informasi dan Komunikasi,Triwulan II 2024,274912.27748118644
ADHK,J,Informasi dan Komunikasi,Triwulan III 2024,266166.9128124813
ADHK,J,Informasi dan Komunikasi,Triwulan IV 2024,268674.9310194034
ADHK,J,Informasi dan Komunikasi,Tahunan 2024,1069409.559
ADHK,J,Informasi dan Komunikasi,Triwulan I 2025,277513.76265161
ADHK,J,Informasi dan Komunikasi,Triwulan II 2025,294712.14966851
ADHK,J,Informasi dan Komunikasi,Triwulan III 2025,284690.697182578
ADHK,J,Informasi dan Komunikasi,Triwulan IV 2025,285812.468239791
ADHK,J,Informasi dan Komunikasi,Tahunan 2025,1142729.078
ADHK,J,Informasi dan Komunikasi,Triwulan I 2026,288532.54668025556
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan I 2022,100882.266
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan II 2022,92247.04767
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan III 2022,98356.05812
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan IV 2022,98094.77792
ADHK,K,Jasa Keuangan dan Asuransi,Tahunan 2022,389580.1497
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan I 2023,103449.2316
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan II 2023,102513.3384
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan III 2023,102559.1075
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan IV 2023,103402.2034
ADHK,K,Jasa Keuangan dan Asuransi,Tahunan 2023,411923.8809
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan I 2024,108312.7041
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan II 2024,107828.5071
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan III 2024,108381.9415
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan IV 2024,108794.7608
ADHK,K,Jasa Keuangan dan Asuransi,Tahunan 2024,433317.9136
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan I 2025,111525.6948
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan II 2025,111771.8413
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan III 2025,109754.8315
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan IV 2025,112482.4155
ADHK,K,Jasa Keuangan dan Asuransi,Tahunan 2025,445534.7832
ADHK,K,Jasa Keuangan dan Asuransi,Triwulan I 2026,115417.9804
ADHK,L,Real Estate,Triwulan I 2022,108717.1727211282
ADHK,L,Real Estate,Triwulan II 2022,110076.82158708465
ADHK,L,Real Estate,Triwulan III 2022,109262.94028991704
ADHK,L,Real Estate,Triwulan IV 2022,122903.96708281714
ADHK,L,Real Estate,Tahunan 2022,450960.9017
ADHK,L,Real Estate,Triwulan I 2023,125998.07445412705
ADHK,L,Real Estate,Triwulan II 2023,126025.026469965
ADHK,L,Real Estate,Triwulan III 2023,126124.472051629
ADHK,L,Real Estate,Triwulan IV 2023,124887.87599054704
ADHK,L,Real Estate,Tahunan 2023,503035.449
ADHK,L,Real Estate,Triwulan I 2024,134133.33348790283
ADHK,L,Real Estate,Triwulan II 2024,136693.84881968977
ADHK,L,Real Estate,Triwulan III 2024,136744.371751101
ADHK,L,Real Estate,Triwulan IV 2024,133521.66850945397
ADHK,L,Real Estate,Tahunan 2024,541093.2226
ADHK,L,Real Estate,Triwulan I 2025,139843.04779622785
ADHK,L,Real Estate,Triwulan II 2025,141420.51413558132
ADHK,L,Real Estate,Triwulan III 2025,142415.07972251228
ADHK,L,Real Estate,Triwulan IV 2025,141723.516204244
ADHK,L,Real Estate,Tahunan 2025,565402.1579
ADHK,L,Real Estate,Triwulan I 2026,148561.55102013593
ADHK,"M,N",Jasa Perusahaan,Triwulan I 2022,13008.4025524814
ADHK,"M,N",Jasa Perusahaan,Triwulan II 2022,13457.148988065892
ADHK,"M,N",Jasa Perusahaan,Triwulan III 2022,13625.4828199622
ADHK,"M,N",Jasa Perusahaan,Triwulan IV 2022,13657.197867789493
ADHK,"M,N",Jasa Perusahaan,Tahunan 2022,53748.23223
ADHK,"M,N",Jasa Perusahaan,Triwulan I 2023,13303.20329905639
ADHK,"M,N",Jasa Perusahaan,Triwulan II 2023,15136.762767246764
ADHK,"M,N",Jasa Perusahaan,Triwulan III 2023,15277.2395382367
ADHK,"M,N",Jasa Perusahaan,Triwulan IV 2023,15817.071220842472
ADHK,"M,N",Jasa Perusahaan,Tahunan 2023,59534.27683
ADHK,"M,N",Jasa Perusahaan,Triwulan I 2024,14318.84733587568
ADHK,"M,N",Jasa Perusahaan,Triwulan II 2024,16157.92593256805
ADHK,"M,N",Jasa Perusahaan,Triwulan III 2024,16197.490024337
ADHK,"M,N",Jasa Perusahaan,Triwulan IV 2024,16441.87884486056
ADHK,"M,N",Jasa Perusahaan,Tahunan 2024,63116.14214
ADHK,"M,N",Jasa Perusahaan,Triwulan I 2025,15674.182017255915
ADHK,"M,N",Jasa Perusahaan,Triwulan II 2025,17067.447424802183
ADHK,"M,N",Jasa Perusahaan,Triwulan III 2025,16660.389646258795
ADHK,"M,N",Jasa Perusahaan,Triwulan IV 2025,16711.7627274581
ADHK,"M,N",Jasa Perusahaan,Tahunan 2025,66113.78182
ADHK,"M,N",Jasa Perusahaan,Triwulan I 2026,15897.646402345137
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2022,120552.28986250487
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2022,144454.51229415723
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2022,144197.11417040456
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2022,137888.3444396584
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2022,547092.2608
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2023,129477.464931652
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan II 2023,154632.416821205
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan III 2023,140654.099035095
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan IV 2023,149997.124111495
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Tahunan 2023,574761.1049
ADHK,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Triwulan I 2024,138189.222574968
